Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+3055,200014740-00004_1,940,1700,B0001,C0184,61,69
U+308C,200014740-00004_1,919,1768,B0001,C0185,120,115
U+3066,200014740-00004_1,957,1865,B0001,C0186,41,129
U+3055,200014740-00004_1,939,1996,B0001,C0187,79,98
U+3089,200014740-00004_1,956,2088,B0001,C0188,38,75
U+306B,200014740-00004_1,927,2156,B0001,C0189,94,93
U+5922,200014740-00004_1,945,2235,B0001,C0190,77,119
U+73FE,200014740-00004_1,922,2366,B0001,C0191,96,98
U+3092,200014740-00004_1,921,2475,B0001,C0192,91,85
U+3082,200014740-00004_1,945,2557,B0001,C0193,39,69
U+308F,200014740-00004_1,932,2640,B0001,C0194,78,75
U+304D,200014740-00004_1,951,2706,B0001,C0195,49,125
U+304C,200014740-00004_1,782,340,B0001,C0196,112,73
U+305F,200014740-00004_1,793,400,B0001,C0197,84,125
U+3057,200014740-00004_1,820,521,B0001,C0198,17,94
U+73FE,200014740-00004_1,780,634,B0001,C0199,101,109
U+306B,200014740-00004_1,807,752,B0001,C0200,42,88
U+307E,200014740-00004_1,807,850,B0001,C0201,49,87
U+306E,200014740-00004_1,778,921,B0001,C0202,94,108
U+3042,200014740-00004_1,782,1020,B0001,C0203,84,91
U+305F,200014740-00004_1,788,1112,B0001,C0204,68,83
U+308A,200014740-00004_1,802,1196,B0001,C0205,46,103
U+306B,200014740-00004_1,783,1290,B0001,C0206,95,96
U+898B,200014740-00004_1,792,1369,B0001,C0207,88,105
U+5949,200014740-00004_1,797,1482,B0001,C0208,65,112
U+308A,200014740-00004_1,800,1594,B0001,C0209,51,103
U+3057,200014740-00004_1,778,1606,B0001,C0210,78,126
U+306F,200014740-00004_1,795,1747,B0001,C0211,53,86
U+7D2B,200014740-00004_1,778,1849,B0001,C0212,91,124
U+5BB8,200014740-00004_1,783,1994,B0001,C0213,80,126
U+6E05,200014740-00004_1,781,2144,B0001,C0214,80,107
U+51C9,200014740-00004_1,773,2263,B0001,C0215,85,90
U+306E,200014740-00004_1,784,2359,B0001,C0216,69,103
U+5FA1,200014740-00004_1,783,2456,B0001,C0217,81,85
U+5EA7,200014740-00004_1,779,2543,B0001,C0218,85,118
U+306B,200014740-00004_1,807,2649,B0001,C0219,38,73
U+671D,200014740-00004_1,790,2745,B0001,C0220,85,91
U+653F,200014740-00004_1,633,339,B0001,C0221,90,117
U+304D,200014740-00004_1,650,451,B0001,C0222,55,97
U+3053,200014740-00004_1,658,555,B0001,C0223,40,79
U+3057,200014740-00004_1,677,631,B0001,C0224,18,132
U+3081,200014740-00004_1,652,774,B0001,C0225,68,109
U+3055,200014740-00004_1,656,889,B0001,C0226,54,73
U+305B,200014740-00004_1,650,969,B0001,C0227,67,83
U+7D66,200014740-00004_1,657,1066,B0001,C0228,62,76
U+3075,200014740-00004_1,629,1144,B0001,C0229,102,88
U+3092,200014740-00004_1,643,1227,B0001,C0230,84,104
U+767E,200014740-00004_1,631,1346,B0001,C0231,92,100
U+306E,200014740-00004_1,641,1468,B0001,C0232,75,125
U+5B98,200014740-00004_1,642,1608,B0001,C0233,70,122
U+4EBA,200014740-00004_1,632,1745,B0001,C0234,99,112
U+306F,200014740-00004_1,649,1859,B0001,C0235,46,88
U+304B,200014740-00004_1,646,1981,B0001,C0236,78,68
U+304F,200014740-00004_1,668,2056,B0001,C0237,29,91
U+8CE2,200014740-00004_1,642,2178,B0001,C0238,87,134
U+304D,200014740-00004_1,649,2314,B0001,C0239,48,98
U+541B,200014740-00004_1,638,2436,B0001,C0240,77,103
U+305E,200014740-00004_1,654,2547,B0001,C0241,74,97
U+3068,200014740-00004_1,671,2651,B0001,C0242,22,75
U+3066,200014740-00004_1,660,2726,B0001,C0243,43,113
U+8A54,200014740-00004_1,469,337,B0001,C0244,100,112
U+6050,200014740-00004_1,491,470,B0001,C0245,90,89
U+307F,200014740-00004_1,514,587,B0001,C0246,29,101
U+3066,200014740-00004_1,510,690,B0001,C0247,36,114
U+3064,200014740-00004_1,487,802,B0001,C0248,92,112
U+304B,200014740-00004_1,508,927,B0001,C0249,44,73
U+3078,200014740-00004_1,472,1009,B0001,C0250,122,33
U+307E,200014740-00004_1,488,1048,B0001,C0251,69,129
U+3064,200014740-00004_1,486,1150,B0001,C0252,90,94
U+308A,200014740-00004_1,514,1233,B0001,C0253,36,91
U+3057,200014740-00004_1,490,1232,B0001,C0254,79,162
U+8FD1,200014740-00004_1,483,1407,B0001,C0255,89,86
U+885E,200014740-00004_1,488,1505,B0001,C0256,85,102
U+9662,200014740-00004_1,488,1615,B0001,C0257,103,105
U+306B,200014740-00004_1,520,1735,B0001,C0258,38,81
U+79AA,200014740-00004_1,483,1835,B0001,C0259,95,116
U+308A,200014740-00004_1,514,1958,B0001,C0260,44,104
U+307E,200014740-00004_1,495,2048,B0001,C0261,82,103
U+3057,200014740-00004_1,546,2152,B0001,C0262,14,108
U+3066,200014740-00004_1,487,2237,B0001,C0263,63,96
U+3082,200014740-00004_1,501,2342,B0001,C0264,40,93
U+85D0,200014740-00004_1,478,2449,B0001,C0265,98,154
U+59D1,200014740-00004_1,478,2617,B0001,C0266,94,94
U+5C04,200014740-00004_1,485,2730,B0001,C0267,98,92
U+306E,200014740-00004_1,360,339,B0001,C0268,76,95
U+5C71,200014740-00004_1,357,427,B0001,C0269,70,74
U+306E,200014740-00004_1,343,499,B0001,C0270,113,108
U+74CA,200014740-00004_1,338,596,B0001,C0271,103,130
U+306E,200014740-00004_1,342,718,B0001,C0272,109,102
U+6797,200014740-00004_1,339,826,B0001,C0273,105,111
U+306B,200014740-00004_1,372,961,B0001,C0274,38,81
U+7981,200014740-00004_1,348,1056,B0001,C0275,92,131
U+3055,200014740-00004_1,368,1193,B0001,C0276,53,73
U+305B,200014740-00004_1,357,1266,B0001,C0277,68,83
U+7D66,200014740-00004_1,362,1365,B0001,C0278,66,60
U+3075,200014740-00004_1,344,1428,B0001,C0279,91,81
U+3092,200014740-00004_1,349,1522,B0001,C0280,90,59
U+601D,200014740-00004_1,345,1607,B0001,C0281,96,83
U+3072,200014740-00004_1,348,1690,B0001,C0282,83,91
U+304D,200014740-00004_1,367,1769,B0001,C0283,64,129
U+3084,200014740-00004_1,354,1888,B0001,C0284,79,60
U+9E8B,200014740-00004_1,335,1968,B0001,C0285,108,134
U+9E7F,200014740-00004_1,338,2123,B0001,C0286,118,107
U+306E,200014740-00004_1,354,2240,B0001,C0287,82,85
U+304B,200014740-00004_1,344,2333,B0001,C0288,97,65
U+3088,200014740-00004_1,377,2381,B0001,C0289,42,76
U+3075,200014740-00004_1,336,2465,B0001,C0290,97,93
U+8DE1,200014740-00004_1,340,2559,B0001,C0291,93,89
U+306E,200014740-00004_1,355,2663,B0001,C0292,65,95
U+307F,200014740-00004_1,375,2759,B0001,C0293,33,76
