Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+56DB,hnsd001-011,958,1111,B0001,C0038,81,58
U+6642,hnsd001-011,941,1177,B0001,C0039,103,117
U+3042,hnsd001-011,963,1293,B0001,C0040,72,80
U+308C,hnsd001-011,960,1374,B0001,C0041,66,95
U+3070,hnsd001-011,965,1475,B0001,C0042,73,52
U+4EBA,hnsd001-011,956,1536,B0001,C0043,84,72
U+306B,hnsd001-011,956,1615,B0001,C0044,78,66
U+6804,hnsd001-011,949,1696,B0001,C0045,92,112
U+67AF,hnsd001-011,939,1814,B0001,C0046,104,93
U+5F97,hnsd001-011,953,1920,B0001,C0047,91,112
U+55AA,hnsd001-011,952,2035,B0001,C0048,100,110
U+306E,hnsd001-011,968,2156,B0001,C0049,62,51
U+76DB,hnsd001-011,953,2214,B0001,C0050,95,113
U+8870,hnsd001-011,961,2330,B0001,C0051,92,107
U+3042,hnsd001-011,979,2442,B0001,C0052,59,81
U+308A,hnsd001-011,970,2524,B0001,C0053,57,99
U+5317,hnsd001-011,756,370,B0001,C0054,105,80
U+689D,hnsd001-011,748,459,B0001,C0055,114,102
U+9855,hnsd001-011,755,580,B0001,C0056,102,114
U+6642,hnsd001-011,756,693,B0001,C0057,105,116
U+306C,hnsd001-011,769,807,B0001,C0058,83,66
U+3057,hnsd001-011,800,879,B0001,C0059,16,74
U+306E,hnsd001-011,777,965,B0001,C0060,61,66
U+6A29,hnsd001-011,749,1054,B0001,C0061,108,109
U+81E3,hnsd001-011,772,1173,B0001,C0062,73,83
U+3068,hnsd001-011,785,1269,B0001,C0063,53,71
U+3057,hnsd001-011,801,1360,B0001,C0064,14,66
U+3066,hnsd001-011,780,1438,B0001,C0065,43,103
U+91D1,hnsd001-011,753,1560,B0001,C0066,115,117
U+6CA2,hnsd001-011,765,1688,B0001,C0067,86,87
U+5175,hnsd001-011,764,1787,B0001,C0068,88,92
U+885E,hnsd001-011,750,1900,B0001,C0069,117,114
U+9855,hnsd001-011,754,2030,B0001,C0070,95,100
U+4F50,hnsd001-011,760,2135,B0001,C0071,103,91
U+3068,hnsd001-011,788,2227,B0001,C0072,46,75
U+4E16,hnsd001-011,765,2319,B0001,C0073,97,73
U+306B,hnsd001-011,786,2400,B0001,C0074,51,64
U+3068,hnsd001-011,780,2487,B0001,C0075,51,58
U+304D,hnsd001-011,771,2548,B0001,C0076,81,79
U+3081,hnsd001-011,574,374,B0001,C0077,70,90
U+304D,hnsd001-011,576,471,B0001,C0078,80,76
U+3057,hnsd001-011,604,540,B0001,C0079,14,72
U+3082,hnsd001-011,587,623,B0001,C0080,51,72
U+804A,hnsd001-011,552,714,B0001,C0081,112,128
U+306E,hnsd001-011,575,848,B0001,C0082,67,52
U+3053,hnsd001-011,582,911,B0001,C0083,62,93
U+3068,hnsd001-011,587,1004,B0001,C0084,53,79
U+3088,hnsd001-011,599,1103,B0001,C0085,35,80
U+308A,hnsd001-011,595,1184,B0001,C0086,37,72
U+3057,hnsd001-011,602,1267,B0001,C0087,19,82
U+3066,hnsd001-011,577,1350,B0001,C0088,62,71
U+6D6A,hnsd001-011,580,1435,B0001,C0089,87,100
U+303B,hnsd001-011,602,1542,B0001,C0090,23,52
U+306A,hnsd001-011,590,1622,B0001,C0091,71,64
U+3057,hnsd001-011,605,1701,B0001,C0092,22,102
U+8FD1,hnsd001-011,564,1825,B0001,C0093,86,108
U+90F7,hnsd001-011,563,1944,B0001,C0094,109,109
U+306F,hnsd001-011,582,2053,B0001,C0095,58,49
U+619A,hnsd001-011,569,2126,B0001,C0096,99,120
U+308A,hnsd001-011,589,2247,B0001,C0097,54,93
U+3042,hnsd001-011,593,2364,B0001,C0098,60,57
U+308A,hnsd001-011,599,2422,B0001,C0099,39,68
U+3068,hnsd001-011,585,2490,B0001,C0100,58,64
U+3066,hnsd001-011,573,2560,B0001,C0101,80,70
U+305D,hnsd001-011,395,378,B0001,C0102,62,84
U+306E,hnsd001-011,390,469,B0001,C0103,75,68
U+3053,hnsd001-011,394,553,B0001,C0104,60,60
U+308D,hnsd001-011,390,621,B0001,C0105,72,87
U+592A,hnsd001-011,385,716,B0001,C0106,89,91
U+7530,hnsd001-011,395,810,B0001,C0107,68,69
U+5BB6,hnsd001-011,396,883,B0001,C0108,72,108
U+306E,hnsd001-011,394,1005,B0001,C0109,66,52
U+57CE,hnsd001-011,370,1074,B0001,C0110,113,110
U+4E0B,hnsd001-011,383,1188,B0001,C0111,85,89
U+306B,hnsd001-011,410,1299,B0001,C0112,42,66
U+3066,hnsd001-011,389,1369,B0001,C0113,69,85
U+938C,hnsd001-011,385,1460,B0001,C0114,92,129
U+5009,hnsd001-011,380,1591,B0001,C0115,105,130
U+306B,hnsd001-011,391,1729,B0001,C0116,77,58
U+3082,hnsd001-011,406,1802,B0001,C0117,47,68
U+304A,hnsd001-011,394,1888,B0001,C0118,81,64
U+3068,hnsd001-011,401,1959,B0001,C0119,66,58
U+3089,hnsd001-011,406,2033,B0001,C0120,38,75
U+306C,hnsd001-011,384,2107,B0001,C0121,84,70
U+7E41,hnsd001-011,374,2185,B0001,C0122,120,144
U+6804,hnsd001-011,379,2336,B0001,C0123,105,105
U+6B66,hnsd001-011,394,2445,B0001,C0124,89,83
U+8535,hnsd001-011,392,2529,B0001,C0125,97,102
U+306E,hnsd001-011,190,377,B0001,C0126,76,66
U+56FD,hnsd001-011,187,458,B0001,C0127,90,107
U+829D,hnsd001-011,191,571,B0001,C0128,82,117
U+5D0E,hnsd001-011,183,702,B0001,C0129,97,118
U+306E,hnsd001-011,198,837,B0001,C0130,64,63
U+307B,hnsd001-011,192,931,B0001,C0131,81,78
U+3068,hnsd001-011,202,1007,B0001,C0132,55,69
U+308A,hnsd001-011,210,1085,B0001,C0133,42,82
U+306B,hnsd001-011,183,1168,B0001,C0134,90,74
U+6765,hnsd001-011,188,1255,B0001,C0135,85,110
U+308A,hnsd001-011,209,1368,B0001,C0136,46,88
U+89AA,hnsd001-011,188,1464,B0001,C0137,98,122
U+5B50,hnsd001-011,197,1587,B0001,C0138,86,82
U+4E09,hnsd001-011,204,1690,B0001,C0139,72,70
U+4EBA,hnsd001-011,181,1763,B0001,C0140,105,96
U+304C,hnsd001-011,215,1862,B0001,C0141,58,51
U+5BD3,hnsd001-011,200,1943,B0001,C0142,77,108
U+4F4F,hnsd001-011,192,2070,B0001,C0143,88,92
U+5C45,hnsd001-011,182,2164,B0001,C0144,100,105
U+306B,hnsd001-011,212,2289,B0001,C0145,51,73
U+4E09,hnsd001-011,201,2388,B0001,C0146,86,75
U+3068,hnsd001-011,219,2467,B0001,C0147,38,68
U+305B,hnsd001-011,196,2552,B0001,C0148,79,81
