Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+5019,200022050-00007_1,1784,982,B0001,C0151,23,68
U+3066,200022050-00007_1,1756,1050,B0001,C0152,57,99
U+5409,200022050-00007_1,1738,1140,B0001,C0153,91,113
U+304A,200022050-00007_1,1739,1269,B0001,C0154,92,79
U+308D,200022050-00007_1,1738,1349,B0001,C0155,97,87
U+3057,200022050-00007_1,1770,1413,B0001,C0156,21,109
U+6C41,200022050-00007_1,1735,1496,B0001,C0157,99,121
U+5927,200022050-00007_1,1720,1621,B0001,C0158,123,115
U+3053,200022050-00007_1,1760,1698,B0001,C0159,43,63
U+3093,200022050-00007_1,1727,1760,B0001,C0160,124,116
U+3092,200022050-00007_1,1742,1858,B0001,C0161,96,104
U+304A,200022050-00007_1,1731,1958,B0001,C0162,103,81
U+308D,200022050-00007_1,1735,2038,B0001,C0163,101,99
U+3057,200022050-00007_1,1763,2104,B0001,C0164,31,131
U+304B,200022050-00007_1,1726,2212,B0001,C0165,113,85
U+304D,200022050-00007_1,1732,2290,B0001,C0166,75,115
U+306F,200022050-00007_1,1750,2408,B0001,C0167,48,68
U+307E,200022050-00007_1,1731,2476,B0001,C0168,89,101
U+3050,200022050-00007_1,1726,2574,B0001,C0169,96,59
U+308A,200022050-00007_1,1743,2636,B0001,C0170,59,73
U+306A,200022050-00007_1,1732,2717,B0001,C0171,87,92
U+3068,200022050-00007_1,1762,2809,B0001,C0172,37,80
U+5165,200022050-00007_1,1692,2877,B0001,C0173,152,88
U+5409,200022050-00007_1,1738,2922,B0001,C0174,79,104
U+307F,200022050-00007_1,1723,3030,B0001,C0175,105,107
U+305D,200022050-00007_1,1740,3135,B0001,C0176,67,77
U+306B,200022050-00007_1,1754,3221,B0001,C0177,47,71
U+3060,200022050-00007_1,1712,3279,B0001,C0178,133,101
U+3057,200022050-00007_1,1760,3323,B0001,C0179,19,93
U+304F,200022050-00007_1,1599,449,B0001,C0180,87,87
U+308F,200022050-00007_1,1627,531,B0001,C0181,36,84
U+3078,200022050-00007_1,1574,624,B0001,C0182,144,49
U+3088,200022050-00007_1,1623,628,B0001,C0183,48,107
U+3057,200022050-00007_1,1646,733,B0001,C0184,16,88
U+3068,200022050-00007_1,1614,828,B0001,C0185,56,75
U+308D,200022050-00007_1,1584,904,B0001,C0186,103,115
U+309D,200022050-00007_1,1616,1032,B0001,C0187,32,35
U+6C41,200022050-00007_1,1590,1053,B0001,C0188,101,104
U+306B,200022050-00007_1,1614,1172,B0001,C0189,48,87
U+306C,200022050-00007_1,1578,1253,B0001,C0190,112,87
U+304D,200022050-00007_1,1594,1342,B0001,C0191,75,140
U+5409,200022050-00007_1,1583,1469,B0001,C0192,96,117
U+5C71,200022050-00007_1,1583,1585,B0001,C0193,115,85
U+306E,200022050-00007_1,1572,1662,B0001,C0194,115,124
U+3044,200022050-00007_1,1583,1776,B0001,C0195,96,63
U+3082,200022050-00007_1,1612,1821,B0001,C0196,75,121
U+3042,200022050-00007_1,1586,1944,B0001,C0197,92,103
U+3092,200022050-00007_1,1583,2045,B0001,C0198,108,65
U+306E,200022050-00007_1,1588,2114,B0001,C0199,84,81
U+308A,200022050-00007_1,1611,2193,B0001,C0200,52,93
U+3088,200022050-00007_1,1604,2285,B0001,C0201,51,97
U+304F,200022050-00007_1,1614,2381,B0001,C0202,31,91
U+3031,200022050-00007_1,1628,2401,B0001,C0203,65,201
U+3053,200022050-00007_1,1604,2552,B0001,C0204,41,77
U+307E,200022050-00007_1,1576,2628,B0001,C0205,100,105
U+304B,200022050-00007_1,1571,2730,B0001,C0206,117,72
U+306B,200022050-00007_1,1606,2801,B0001,C0207,49,73
U+304A,200022050-00007_1,1579,2875,B0001,C0208,85,75
U+308D,200022050-00007_1,1584,2954,B0001,C0209,101,84
U+3057,200022050-00007_1,1622,3006,B0001,C0210,20,140
U+3059,200022050-00007_1,1602,3118,B0001,C0211,44,107
U+308A,200022050-00007_1,1600,3227,B0001,C0212,52,100
U+3066,200022050-00007_1,1588,3294,B0001,C0213,81,121
U+5409,200022050-00007_1,1450,444,B0001,C0214,84,123
U+306E,200022050-00007_1,1442,553,B0001,C0215,115,103
U+308A,200022050-00007_1,1462,643,B0001,C0216,64,101
U+30CF,200022050-00007_1,1446,736,B0001,C0217,99,57
U+3044,200022050-00007_1,1439,787,B0001,C0218,105,75
U+308D,200022050-00007_1,1451,860,B0001,C0219,85,95
U+3031,200022050-00007_1,1486,904,B0001,C0220,80,163
U+3088,200022050-00007_1,1470,954,B0001,C0221,39,71
U+304D,200022050-00007_1,1430,1033,B0001,C0222,121,117
U+307B,200022050-00007_1,1448,1129,B0001,C0223,99,100
U+3069,200022050-00007_1,1494,1182,B0001,C0224,64,125
U+5165,200022050-00007_1,1410,1273,B0001,C0225,163,119
U+5019,200022050-00007_1,1478,1356,B0001,C0226,31,64
U+3066,200022050-00007_1,1450,1420,B0001,C0227,75,97
U+5409,200022050-00007_1,1446,1498,B0001,C0228,85,112
U+3042,200022050-00007_1,1446,1612,B0001,C0229,91,104
U+305F,200022050-00007_1,1450,1713,B0001,C0230,61,61
U+309D,200022050-00007_1,1472,1772,B0001,C0231,20,64
U+3081,200022050-00007_1,1438,1833,B0001,C0232,93,92
U+3059,200022050-00007_1,1454,1912,B0001,C0233,55,99
U+304E,200022050-00007_1,1431,2001,B0001,C0234,128,127
U+5019,200022050-00007_1,1452,2113,B0001,C0235,68,69
U+3078,200022050-00007_1,1407,2178,B0001,C0236,148,72
U+30CF,200022050-00007_1,1458,2220,B0001,C0237,77,52
U+60AA,200022050-00007_1,1434,2269,B0001,C0238,103,127
U+5019,200022050-00007_1,1447,2392,B0001,C0239,80,72
U+3059,200022050-00007_1,1455,2458,B0001,C0240,56,100
U+3044,200022050-00007_1,1430,2565,B0001,C0241,108,71
U+53E3,200022050-00007_1,1455,2624,B0001,C0242,69,81
U+3053,200022050-00007_1,1462,2702,B0001,C0243,48,59
U+305B,200022050-00007_1,1426,2762,B0001,C0244,93,88
U+3046,200022050-00007_1,1458,2842,B0001,C0245,37,121
U+306E,200022050-00007_1,1418,2895,B0001,C0246,136,127
U+3053,200022050-00007_1,1458,2985,B0001,C0247,59,77
U+306A,200022050-00007_1,1438,3082,B0001,C0248,80,77
U+3064,200022050-00007_1,1427,3150,B0001,C0249,104,131
U+3068,200022050-00007_1,1474,3209,B0001,C0250,32,77
U+3046,200022050-00007_1,1464,3283,B0001,C0251,27,77
U+6C41,200022050-00007_1,1431,3306,B0001,C0252,104,105
U+307F,200022050-00007_1,1292,449,B0001,C0253,108,112
U+305D,200022050-00007_1,1310,551,B0001,C0254,63,107
U+3092,200022050-00007_1,1297,660,B0001,C0255,104,95
U+3053,200022050-00007_1,1319,768,B0001,C0256,57,79
U+3046,200022050-00007_1,1326,851,B0001,C0257,43,104
U+3057,200022050-00007_1,1323,910,B0001,C0258,24,157
U+3066,200022050-00007_1,1299,1036,B0001,C0259,89,115
U+3060,200022050-00007_1,1280,1141,B0001,C0260,129,121
U+3057,200022050-00007_1,1352,1222,B0001,C0261,24,108
U+304F,200022050-00007_1,1295,1250,B0001,C0262,80,115
U+30CF,200022050-00007_1,1307,1356,B0001,C0263,64,64
U+3078,200022050-00007_1,1277,1421,B0001,C0264,128,56
U+5409,200022050-00007_1,1299,1438,B0001,C0265,80,112
U+304F,200022050-00007_1,1284,1553,B0001,C0266,92,81
U+304D,200022050-00007_1,1293,1634,B0001,C0267,77,116
U+3068,200022050-00007_1,1308,1753,B0001,C0268,67,64
U+3046,200022050-00007_1,1316,1824,B0001,C0269,41,112
U+3075,200022050-00007_1,1272,1940,B0001,C0270,131,75
U+3044,200022050-00007_1,1288,2000,B0001,C0271,109,79
U+304B,200022050-00007_1,1330,2045,B0001,C0272,37,69
U+306B,200022050-00007_1,1289,2110,B0001,C0273,92,73
U+3082,200022050-00007_1,1323,2186,B0001,C0274,47,85
U+3053,200022050-00007_1,1307,2265,B0001,C0275,60,81
U+307E,200022050-00007_1,1288,2348,B0001,C0276,109,99
U+304B,200022050-00007_1,1324,2452,B0001,C0277,36,51
U+306B,200022050-00007_1,1316,2501,B0001,C0278,56,88
U+5207,200022050-00007_1,1279,2585,B0001,C0279,107,91
U+3053,200022050-00007_1,1314,2678,B0001,C0280,49,81
U+9CE5,200022050-00007_1,1308,2758,B0001,C0281,76,115
U+3092,200022050-00007_1,1275,2851,B0001,C0282,120,96
U+305F,200022050-00007_1,1272,2961,B0001,C0283,105,117
U+309D,200022050-00007_1,1329,3048,B0001,C0284,42,47
U+304D,200022050-00007_1,1285,3095,B0001,C0285,77,116
U+5165,200022050-00007_1,1261,3209,B0001,C0286,137,93
U+3066,200022050-00007_1,1304,3249,B0001,C0287,68,89
U+5409,200022050-00007_1,1292,3331,B0001,C0288,83,93
U+304F,200022050-00007_1,1151,445,B0001,C0289,92,77
U+304E,200022050-00007_1,1147,525,B0001,C0290,107,109
U+30CF,200022050-00007_1,1153,636,B0001,C0291,104,57
U+3088,200022050-00007_1,1181,655,B0001,C0292,47,97
U+304F,200022050-00007_1,1184,752,B0001,C0293,53,95
U+3042,200022050-00007_1,1149,832,B0001,C0294,95,105
U+3089,200022050-00007_1,1173,948,B0001,C0295,39,77
U+3072,200022050-00007_1,1137,965,B0001,C0296,124,107
U+51FA,200022050-00007_1,1147,1068,B0001,C0297,107,93
U+3057,200022050-00007_1,1208,1137,B0001,C0298,28,121
U+3055,200022050-00007_1,1161,1208,B0001,C0299,51,69
U+307E,200022050-00007_1,1135,1273,B0001,C0300,109,80
U+306B,200022050-00007_1,1171,1350,B0001,C0301,55,80
U+5165,200022050-00007_1,1125,1434,B0001,C0302,141,85
U+306A,200022050-00007_1,1156,1488,B0001,C0303,73,87
U+3064,200022050-00007_1,1136,1557,B0001,C0304,117,159
U+3068,200022050-00007_1,1183,1612,B0001,C0305,32,109
U+3046,200022050-00007_1,1169,1730,B0001,C0306,36,92
U+30CF,200022050-00007_1,1144,1812,B0001,C0307,95,63
U+3060,200022050-00007_1,1141,1852,B0001,C0308,131,115
U+3057,200022050-00007_1,1217,1918,B0001,C0309,29,137
U+306B,200022050-00007_1,1173,1961,B0001,C0310,29,104
U+3066,200022050-00007_1,1152,2054,B0001,C0311,77,99
U+3059,200022050-00007_1,1163,2150,B0001,C0312,59,108
U+308A,200022050-00007_1,1163,2258,B0001,C0313,61,91
U+306E,200022050-00007_1,1144,2345,B0001,C0314,91,96
U+3079,200022050-00007_1,1128,2428,B0001,C0315,132,85
U+5409,200022050-00007_1,1153,2454,B0001,C0316,83,115
U+3059,200022050-00007_1,1164,2572,B0001,C0317,49,93
U+3044,200022050-00007_1,1131,2664,B0001,C0318,112,81
U+53E3,200022050-00007_1,1165,2713,B0001,C0319,63,72
U+304B,200022050-00007_1,1176,2786,B0001,C0320,35,64
U+3089,200022050-00007_1,1183,2847,B0001,C0321,25,91
U+3057,200022050-00007_1,1165,2903,B0001,C0322,20,149
U+3086,200022050-00007_1,1125,2999,B0001,C0323,105,116
U+306B,200022050-00007_1,1144,3095,B0001,C0324,75,88
U+3093,200022050-00007_1,1123,3178,B0001,C0325,109,88
U+306B,200022050-00007_1,1145,3233,B0001,C0326,88,100
U+304F,200022050-00007_1,1199,3307,B0001,C0327,25,69
U+4E5F,200022050-00007_1,1133,3355,B0001,C0328,143,63
U+7B2C,200022050-00007_1,1008,920,B0001,C0329,109,209
U+4E09,200022050-00007_1,1007,1137,B0001,C0330,103,111
U+3084,200022050-00007_1,975,1286,B0001,C0331,149,123
U+304D,200022050-00007_1,992,1422,B0001,C0332,128,147
U+3082,200022050-00007_1,1025,1534,B0001,C0333,59,137
U+306E,200022050-00007_1,992,1668,B0001,C0334,107,109
U+309D,200022050-00007_1,1043,1773,B0001,C0335,29,73
U+90E8,200022050-00007_1,976,1837,B0001,C0336,153,368
U+306F,200022050-00007_1,876,424,B0001,C0337,47,85
U+307E,200022050-00007_1,852,512,B0001,C0338,99,95
U+3084,200022050-00007_1,841,592,B0001,C0339,123,76
U+304D,200022050-00007_1,859,660,B0001,C0340,104,99
U+5927,200022050-00007_1,841,768,B0001,C0341,133,111
U+305F,200022050-00007_1,876,831,B0001,C0342,52,91
U+3044,200022050-00007_1,845,922,B0001,C0343,112,71
U+306E,200022050-00007_1,825,968,B0001,C0344,139,140
U+3046,200022050-00007_1,884,1052,B0001,C0345,35,99
U+308D,200022050-00007_1,841,1153,B0001,C0346,112,96
U+3053,200022050-00007_1,880,1237,B0001,C0347,51,76
U+3070,200022050-00007_1,869,1305,B0001,C0348,73,105
U+304B,200022050-00007_1,836,1398,B0001,C0349,129,79
U+308A,200022050-00007_1,877,1469,B0001,C0350,63,97
U+3075,200022050-00007_1,848,1564,B0001,C0351,113,99
U+304D,200022050-00007_1,865,1666,B0001,C0352,71,105
U+7AF9,200022050-00007_1,856,1765,B0001,C0353,107,135
U+306B,200022050-00007_1,880,1857,B0001,C0354,40,105
U+3066,200022050-00007_1,860,1933,B0001,C0355,95,99
U+306F,200022050-00007_1,877,2034,B0001,C0356,71,77
U+3055,200022050-00007_1,872,2110,B0001,C0357,63,91
U+30DF,200022050-00007_1,889,2198,B0001,C0358,41,83
U+5200,200022050-00007_1,873,2286,B0001,C0359,53,83
U+3081,200022050-00007_1,852,2376,B0001,C0360,91,67
U+5165,200022050-00007_1,816,2445,B0001,C0361,168,91
U+3057,200022050-00007_1,848,2501,B0001,C0362,93,96
U+307B,200022050-00007_1,855,2593,B0001,C0363,97,119
U+3092,200022050-00007_1,844,2686,B0001,C0364,117,81
U+3075,200022050-00007_1,833,2770,B0001,C0365,115,72
U+308A,200022050-00007_1,887,2834,B0001,C0366,59,104
U+3084,200022050-00007_1,829,2933,B0001,C0367,128,67
U+304D,200022050-00007_1,861,3007,B0001,C0368,59,107
U+3066,200022050-00007_1,849,3086,B0001,C0369,100,103
U+3055,200022050-00007_1,869,3198,B0001,C0370,51,80
U+304B,200022050-00007_1,872,3281,B0001,C0371,37,39
U+5869,200022050-00007_1,837,3313,B0001,C0372,119,105
U+306B,200022050-00007_1,723,437,B0001,C0373,56,115
U+304B,200022050-00007_1,680,545,B0001,C0374,115,80
U+3051,200022050-00007_1,709,607,B0001,C0375,99,128
U+3092,200022050-00007_1,693,719,B0001,C0376,104,85
U+304A,200022050-00007_1,697,804,B0001,C0377,115,85
U+3068,200022050-00007_1,747,841,B0001,C0378,32,104
U+3057,200022050-00007_1,745,940,B0001,C0379,28,163
U+304B,200022050-00007_1,693,1061,B0001,C0380,112,83
U+3051,200022050-00007_1,723,1133,B0001,C0381,92,95
U+3057,200022050-00007_1,737,1190,B0001,C0382,27,87
U+3066,200022050-00007_1,713,1262,B0001,C0383,83,105
U+51FA,200022050-00007_1,713,1354,B0001,C0384,99,77
U+3057,200022050-00007_1,763,1405,B0001,C0385,45,109
U+5019,200022050-00007_1,727,1484,B0001,C0386,45,72
U+4E5F,200022050-00007_1,692,1554,B0001,C0387,139,48
U+3042,200022050-00007_1,715,1610,B0001,C0388,96,96
U+3089,200022050-00007_1,756,1698,B0001,C0389,27,85
U+5869,200022050-00007_1,720,1772,B0001,C0390,103,99
U+3084,200022050-00007_1,708,1862,B0001,C0391,112,57
U+304D,200022050-00007_1,728,1917,B0001,C0392,69,96
U+3075,200022050-00007_1,689,2024,B0001,C0393,112,93
U+306A,200022050-00007_1,712,2124,B0001,C0394,99,79
U+306B,200022050-00007_1,731,2206,B0001,C0395,55,88
U+3057,200022050-00007_1,700,2309,B0001,C0396,95,97
U+307B,200022050-00007_1,696,2393,B0001,C0397,120,104
U+306F,200022050-00007_1,739,2469,B0001,C0398,39,95
U+304B,200022050-00007_1,695,2566,B0001,C0399,109,67
U+308A,200022050-00007_1,735,2617,B0001,C0400,56,99
U+3064,200022050-00007_1,697,2719,B0001,C0401,93,104
U+3051,200022050-00007_1,707,2814,B0001,C0402,96,97
U+3084,200022050-00007_1,696,2905,B0001,C0403,111,59
U+304D,200022050-00007_1,724,2961,B0001,C0404,59,80
U+3066,200022050-00007_1,701,3034,B0001,C0405,108,104
U+304B,200022050-00007_1,731,3121,B0001,C0406,36,68
U+3051,200022050-00007_1,720,3182,B0001,C0407,89,75
U+3057,200022050-00007_1,715,3262,B0001,C0408,84,80
U+308B,200022050-00007_1,745,3341,B0001,C0409,47,81
U+9152,200022050-00007_1,547,441,B0001,C0410,104,117
U+5869,200022050-00007_1,541,563,B0001,C0411,104,88
U+306B,200022050-00007_1,573,645,B0001,C0412,52,83
U+304B,200022050-00007_1,541,723,B0001,C0413,105,75
U+3051,200022050-00007_1,569,795,B0001,C0414,91,80
U+304A,200022050-00007_1,561,877,B0001,C0415,115,75
U+3068,200022050-00007_1,617,918,B0001,C0416,29,88
U+3057,200022050-00007_1,621,1005,B0001,C0417,27,132
U+304B,200022050-00007_1,584,1097,B0001,C0418,29,64
U+3051,200022050-00007_1,569,1157,B0001,C0419,93,100
U+3044,200022050-00007_1,569,1234,B0001,C0420,89,65
U+305F,200022050-00007_1,591,1302,B0001,C0421,53,37
U+3057,200022050-00007_1,608,1337,B0001,C0422,15,80
U+5019,200022050-00007_1,571,1392,B0001,C0423,88,85
U+3053,200022050-00007_1,587,1484,B0001,C0424,56,75
U+3068,200022050-00007_1,593,1553,B0001,C0425,35,92
U+308A,200022050-00007_1,580,1648,B0001,C0426,57,100
U+3084,200022050-00007_1,561,1744,B0001,C0427,104,55
U+304D,200022050-00007_1,563,1788,B0001,C0428,105,97
U+3075,200022050-00007_1,549,1896,B0001,C0429,99,91
U+306A,200022050-00007_1,569,1992,B0001,C0430,96,87
U+306E,200022050-00007_1,529,2068,B0001,C0431,141,135
U+4E09,200022050-00007_1,576,2177,B0001,C0432,67,81
U+56DB,200022050-00007_1,559,2256,B0001,C0433,97,81
U+5BF8,200022050-00007_1,560,2329,B0001,C0434,103,111
U+6709,200022050-00007_1,579,2434,B0001,C0435,67,121
U+3092,200022050-00007_1,551,2552,B0001,C0436,116,69
U+4E09,200022050-00007_1,556,2636,B0001,C0437,93,80
U+679A,200022050-00007_1,548,2713,B0001,C0438,124,97
U+306B,200022050-00007_1,587,2810,B0001,C0439,44,75
U+304A,200022050-00007_1,548,2865,B0001,C0440,104,79
