Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+3068,200003967_00007_2,1001,1875,B0001,C0095,38,58
U+307E,200003967_00007_2,991,1937,B0001,C0096,60,109
U+308A,200003967_00007_2,1000,2047,B0001,C0097,31,106
U+306B,200003967_00007_2,979,2167,B0001,C0098,64,85
U+3084,200003967_00007_2,951,2299,B0001,C0099,97,79
U+308A,200003967_00007_2,986,2394,B0001,C0100,29,135
U+306C,200003967_00007_2,945,2551,B0001,C0101,97,110
U+5C0F,200003967_00007_2,803,725,B0001,C0102,79,49
U+6CD5,200003967_00007_2,799,804,B0001,C0103,106,111
U+5E2B,200003967_00007_2,803,907,B0001,C0104,101,146
U+306F,200003967_00007_2,826,1065,B0001,C0105,59,30
U+5143,200003967_00007_2,813,1104,B0001,C0106,91,84
U+65E5,200003967_00007_2,828,1227,B0001,C0107,43,50
U+306E,200003967_00007_2,814,1291,B0001,C0108,69,57
U+65E6,200003967_00007_2,824,1363,B0001,C0109,59,87
U+3044,200003967_00007_2,783,1492,B0001,C0110,114,49
U+307E,200003967_00007_2,816,1522,B0001,C0111,57,116
U+305F,200003967_00007_2,822,1639,B0001,C0112,39,85
U+9685,200003967_00007_2,789,1733,B0001,C0113,113,112
U+30DF,200003967_00007_2,855,1828,B0001,C0114,21,42
U+3031,200003967_00007_2,859,1838,B0001,C0115,51,165
U+306F,200003967_00007_2,830,2022,B0001,C0116,45,33
U+5C0F,200003967_00007_2,814,2089,B0001,C0117,72,40
U+95C7,200003967_00007_2,794,2165,B0001,C0118,99,110
U+304D,200003967_00007_2,875,2280,B0001,C0119,29,34
U+306B,200003967_00007_2,807,2291,B0001,C0120,65,79
U+521D,200003967_00007_2,800,2382,B0001,C0121,86,97
U+70CF,200003967_00007_2,813,2491,B0001,C0122,87,110
U+306E,200003967_00007_2,803,2612,B0001,C0123,76,59
U+8072,200003967_00007_2,622,717,B0001,C0124,74,153
U+3068,200003967_00007_2,652,841,B0001,C0125,36,92
U+304A,200003967_00007_2,611,950,B0001,C0126,102,57
U+306A,200003967_00007_2,640,994,B0001,C0127,72,98
U+3057,200003967_00007_2,677,1092,B0001,C0128,15,136
U+304F,200003967_00007_2,647,1202,B0001,C0129,23,74
U+304C,200003967_00007_2,655,1302,B0001,C0130,55,45
U+3070,200003967_00007_2,640,1368,B0001,C0131,81,40
U+3068,200003967_00007_2,664,1433,B0001,C0132,31,84
U+8D77,200003967_00007_2,613,1530,B0001,C0133,125,104
U+3066,200003967_00007_2,643,1640,B0001,C0134,49,108
U+6559,200003967_00007_2,633,1803,B0001,C0135,107,128
U+3078,200003967_00007_2,687,1973,B0001,C0136,66,36
U+306E,200003967_00007_2,640,2019,B0001,C0137,73,57
U+304F,200003967_00007_2,658,2253,B0001,C0138,42,153
U+8868,200003967_00007_2,632,2412,B0001,C0139,77,119
U+9580,200003967_00007_2,637,2559,B0001,C0140,83,96
U+3092,200003967_00007_2,463,721,B0001,C0141,67,113
U+4E01,200003967_00007_2,453,865,B0001,C0142,68,104
U+3031,200003967_00007_2,476,962,B0001,C0143,54,164
U+3068,200003967_00007_2,478,1137,B0001,C0144,37,92
U+6572,200003967_00007_2,441,1236,B0001,C0145,99,122
U+3051,200003967_00007_2,499,1367,B0001,C0146,46,88
U+306F,200003967_00007_2,476,1473,B0001,C0147,58,29
U+5185,200003967_00007_2,463,1529,B0001,C0148,104,91
U+3088,200003967_00007_2,482,1638,B0001,C0149,49,91
U+308A,200003967_00007_2,486,1730,B0001,C0150,30,108
U+3044,200003967_00007_2,467,1848,B0001,C0151,68,50
U+3064,200003967_00007_2,448,1899,B0001,C0152,90,54
U+3053,200003967_00007_2,474,1978,B0001,C0153,43,50
U+3088,200003967_00007_2,486,2065,B0001,C0154,43,95
U+308A,200003967_00007_2,487,2167,B0001,C0155,30,104
U+3068,200003967_00007_2,491,2268,B0001,C0156,35,75
U+554F,200003967_00007_2,462,2356,B0001,C0157,87,102
U+3075,200003967_00007_2,453,2464,B0001,C0158,111,73
U+6642,200003967_00007_2,470,2575,B0001,C0159,92,97
U+897F,200003967_00007_2,273,726,B0001,C0160,82,78
U+65B9,200003967_00007_2,282,822,B0001,C0161,64,109
U+5F4C,200003967_00007_2,265,963,B0001,C0162,93,109
U+9640,200003967_00007_2,264,1073,B0001,C0163,121,114
U+4F5B,200003967_00007_2,276,1204,B0001,C0164,95,152
U+3088,200003967_00007_2,295,1359,B0001,C0165,41,106
U+308A,200003967_00007_2,302,1459,B0001,C0166,32,116
U+5E74,200003967_00007_2,277,1583,B0001,C0167,85,161
U+59CB,200003967_00007_2,262,1767,B0001,C0168,106,105
U+306E,200003967_00007_2,302,1870,B0001,C0169,73,62
U+4F7F,200003967_00007_2,282,1968,B0001,C0170,120,108
U+50E7,200003967_00007_2,280,2090,B0001,C0171,88,118
U+306B,200003967_00007_2,306,2217,B0001,C0172,54,55
U+5019,200003967_00007_2,288,2284,B0001,C0173,73,64
U+3068,200003967_00007_2,311,2351,B0001,C0174,39,88
U+7B54,200003967_00007_2,278,2449,B0001,C0175,92,116
U+3075,200003967_00007_2,257,2568,B0001,C0176,113,91
