Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+3059,brsk001-009,523,1135,B0001,C0145,71,67
U+304D,brsk001-009,538,1203,B0001,C0146,63,73
U+307C,brsk001-009,533,1277,B0001,C0147,74,67
U+3057,brsk001-009,552,1345,B0001,C0148,26,77
U+3068,brsk001-009,551,1423,B0001,C0149,25,56
U+4E91,brsk001-009,533,1487,B0001,C0150,56,48
U+4E8C,brsk001-009,454,1006,B0001,C0151,60,38
U+5341,brsk001-009,460,1057,B0001,C0152,52,58
U+516B,brsk001-009,450,1124,B0001,C0153,71,36
U+5BBF,brsk001-009,450,1163,B0001,C0154,68,84
U+306E,brsk001-009,454,1253,B0001,C0155,55,68
U+5185,brsk001-009,457,1329,B0001,C0156,55,62
U+4E5F,brsk001-009,454,1392,B0001,C0157,80,75
U+25CB,brsk001-009,472,1532,B0001,C0158,108,104
U+4E2D,brsk001-009,478,1644,B0001,C0159,86,113
U+661F,brsk001-009,475,1767,B0001,C0160,81,115
U+306E,brsk001-009,472,1886,B0001,C0161,85,70
U+6A2A,brsk001-009,463,1957,B0001,C0162,106,110
U+306B,brsk001-009,480,2071,B0001,C0163,86,65
U+3064,brsk001-009,469,2142,B0001,C0164,85,53
U+3089,brsk001-009,504,2196,B0001,C0165,50,63
U+306A,brsk001-009,478,2260,B0001,C0166,70,69
U+308A,brsk001-009,473,2330,B0001,C0167,73,117
U+305F,brsk001-009,471,2448,B0001,C0168,65,89
U+308B,brsk001-009,480,2538,B0001,C0169,49,62
U+4E09,brsk001-009,451,2606,B0001,C0170,100,70
U+306E,brsk001-009,452,2678,B0001,C0171,90,73
U+661F,brsk001-009,459,2755,B0001,C0172,75,125
U+3092,brsk001-009,464,2881,B0001,C0173,93,95
U+6C5F,brsk001-009,455,2976,B0001,C0174,101,89
U+6238,brsk001-009,473,3066,B0001,C0175,55,92
U+306B,brsk001-009,472,3155,B0001,C0176,48,78
U+3066,brsk001-009,471,3225,B0001,C0177,59,71
U+30FB,brsk001-009,471,3301,B0001,C0178,59,71
U+4E09,brsk001-009,450,3345,B0001,C0179,81,77
U+5149,brsk001-009,453,3423,B0001,C0180,105,97
U+3068,brsk001-009,306,774,B0001,C0181,67,68
U+3044,brsk001-009,306,852,B0001,C0182,81,56
U+3072,brsk001-009,302,909,B0001,C0183,91,101
U+53C8,brsk001-009,339,1016,B0001,C0184,72,65
U+4E09,brsk001-009,295,1091,B0001,C0185,90,75
U+30C4,brsk001-009,337,1173,B0001,C0186,50,46
U+661F,brsk001-009,307,1220,B0001,C0187,67,117
U+3068,brsk001-009,331,1338,B0001,C0188,35,81
U+3044,brsk001-009,302,1425,B0001,C0189,68,51
U+3075,brsk001-009,286,1477,B0001,C0190,102,68
U+95A2,brsk001-009,287,1543,B0001,C0191,95,108
U+897F,brsk001-009,286,1660,B0001,C0192,101,70
U+306B,brsk001-009,319,1731,B0001,C0193,31,53
U+3066,brsk001-009,297,1785,B0001,C0194,88,89
U+30FB,brsk001-009,322,1873,B0001,C0195,42,43
U+89AA,brsk001-009,281,1913,B0001,C0196,110,134
U+306B,brsk001-009,285,2057,B0001,C0197,94,77
U+306A,brsk001-009,298,2135,B0001,C0198,66,93
U+3072,brsk001-009,286,2229,B0001,C0199,85,99
U+661F,brsk001-009,297,2331,B0001,C0200,68,123
U+3068,brsk001-009,323,2459,B0001,C0201,40,71
U+4E91,brsk001-009,292,2531,B0001,C0202,86,71
U+6771,brsk001-009,292,2601,B0001,C0203,84,122
U+56FD,brsk001-009,268,2720,B0001,C0204,106,102
U+30FB,brsk001-009,302,2955,B0001,C0205,38,34
U+4E09,brsk001-009,274,3014,B0001,C0206,90,58
U+3061,brsk001-009,288,3087,B0001,C0207,66,81
U+3084,brsk001-009,272,3166,B0001,C0208,92,59
U+3046,brsk001-009,301,3235,B0001,C0209,36,78
U+306E,brsk001-009,282,3339,B0001,C0210,75,60
U+661F,brsk001-009,260,3388,B0001,C0211,82,119
