Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+306B,200021925-00013_1,1908,960,B0001,C0061,69,67
U+5165,200021925-00013_1,1899,1044,B0001,C0062,97,72
U+80FD,200021925-00013_1,1902,1117,B0001,C0063,80,93
U+3059,200021925-00013_1,1908,1209,B0001,C0064,67,88
U+308A,200021925-00013_1,1920,1296,B0001,C0065,47,69
U+6C37,200021925-00013_1,1899,1368,B0001,C0066,89,95
U+7802,200021925-00013_1,1899,1466,B0001,C0067,81,88
U+7CD6,200021925-00013_1,1899,1562,B0001,C0068,84,99
U+3092,200021925-00013_1,1890,1671,B0001,C0069,85,45
U+5165,200021925-00013_1,1899,1729,B0001,C0070,93,65
U+968F,200021925-00013_1,1755,251,B0001,C0071,83,96
U+5206,200021925-00013_1,1775,348,B0001,C0072,53,100
U+3042,200021925-00013_1,1752,461,B0001,C0073,84,96
U+307E,200021925-00013_1,1778,558,B0001,C0074,37,84
U+304D,200021925-00013_1,1759,644,B0001,C0075,72,85
U+7A0B,200021925-00013_1,1755,749,B0001,C0076,73,95
U+5165,200021925-00013_1,1750,850,B0001,C0077,96,79
U+5206,200021925-00013_1,1759,924,B0001,C0078,68,93
U+91CF,200021925-00013_1,1746,1033,B0001,C0079,81,115
U+898B,200021925-00013_1,1752,1161,B0001,C0080,91,100
U+306F,200021925-00013_1,1764,1266,B0001,C0081,57,71
U+304B,200021925-00013_1,1774,1336,B0001,C0082,45,67
U+3089,200021925-00013_1,1776,1401,B0001,C0083,28,61
U+3072,200021925-00013_1,1763,1464,B0001,C0084,68,79
U+306A,200021925-00013_1,1760,1557,B0001,C0085,57,67
U+308A,200021925-00013_1,1783,1598,B0001,C0086,48,92
U+25CB,200021925-00013_1,1595,243,B0001,C0087,95,96
U+9D8F,200021925-00013_1,1583,352,B0001,C0088,120,128
U+8C46,200021925-00013_1,1596,497,B0001,C0089,99,91
U+6E6F,200021925-00013_1,1598,604,B0001,C0090,96,105
U+5225,200021925-00013_1,1648,733,B0001,C0091,63,67
U+540D,200021925-00013_1,1659,801,B0001,C0092,41,51
U+5B9F,200021925-00013_1,1648,926,B0001,C0093,71,76
U+3068,200021925-00013_1,1602,733,B0001,C0094,27,49
U+3044,200021925-00013_1,1599,801,B0001,C0095,41,41
U+3075,200021925-00013_1,1587,844,B0001,C0096,53,44
U+82F5,200021925-00013_1,1614,1024,B0001,C0097,77,105
U+5BE6,200021925-00013_1,1588,1136,B0001,C0098,112,137
U+30CF,200021925-00013_1,1615,1270,B0001,C0099,59,48
U+6C60,200021925-00013_1,1608,1330,B0001,C0100,76,79
U+6C34,200021925-00013_1,1603,1416,B0001,C0101,89,85
U+306B,200021925-00013_1,1606,1513,B0001,C0102,79,68
U+751F,200021925-00013_1,1616,1587,B0001,C0103,53,84
U+3058,200021925-00013_1,1631,1678,B0001,C0104,44,112
U+83F1,200021925-00013_1,1455,256,B0001,C0105,75,108
U+306E,200021925-00013_1,1455,368,B0001,C0106,65,61
U+3084,200021925-00013_1,1448,435,B0001,C0107,81,69
U+3046,200021925-00013_1,1455,505,B0001,C0108,55,67
U+306A,200021925-00013_1,1455,566,B0001,C0109,72,83
U+308B,200021925-00013_1,1468,648,B0001,C0110,44,48
U+304B,200021925-00013_1,1448,721,B0001,C0111,81,55
U+305F,200021925-00013_1,1468,777,B0001,C0112,47,53
U+3061,200021925-00013_1,1458,832,B0001,C0113,71,81
U+306E,200021925-00013_1,1462,930,B0001,C0114,65,51
U+8449,200021925-00013_1,1447,1000,B0001,C0115,97,111
U+306B,200021925-00013_1,1452,1121,B0001,C0116,73,65
U+3066,200021925-00013_1,1458,1184,B0001,C0117,60,53
U+6839,200021925-00013_1,1448,1257,B0001,C0118,91,89
U+306B,200021925-00013_1,1454,1342,B0001,C0119,71,84
U+4E38,200021925-00013_1,1451,1433,B0001,C0120,89,79
U+304D,200021925-00013_1,1472,1509,B0001,C0121,49,81
U+56DB,200021925-00013_1,1460,1606,B0001,C0122,79,49
U+4E94,200021925-00013_1,1467,1659,B0001,C0123,71,56
U+5BF8,200021925-00013_1,1450,1719,B0001,C0124,89,61
U+4F4D,200021925-00013_1,1285,256,B0001,C0125,85,80
U+306E,200021925-00013_1,1295,344,B0001,C0126,67,60
U+6839,200021925-00013_1,1285,423,B0001,C0127,88,89
U+3042,200021925-00013_1,1292,517,B0001,C0128,75,79
U+308A,200021925-00013_1,1311,594,B0001,C0129,45,63
U+6B64,200021925-00013_1,1295,656,B0001,C0130,80,72
U+4E2D,200021925-00013_1,1301,730,B0001,C0131,64,103
U+306B,200021925-00013_1,1301,838,B0001,C0132,72,72
U+306E,200021925-00013_1,1309,1010,B0001,C0133,63,56
U+3084,200021925-00013_1,1301,1070,B0001,C0134,71,71
U+3046,200021925-00013_1,1307,1141,B0001,C0135,47,76
U+306B,200021925-00013_1,1296,1214,B0001,C0136,68,56
U+4F59,200021925-00013_1,1296,1278,B0001,C0137,93,88
U+6597,200021925-00013_1,1300,1377,B0001,C0138,65,88
U+3042,200021925-00013_1,1303,1469,B0001,C0139,71,75
U+308B,200021925-00013_1,1317,1543,B0001,C0140,40,47
U+7269,200021925-00013_1,1297,1611,B0001,C0141,84,80
U+6709,200021925-00013_1,1308,1707,B0001,C0142,57,87
U+6B64,200021925-00013_1,1140,241,B0001,C0143,76,79
U+65B9,200021925-00013_1,1132,323,B0001,C0144,87,87
U+306E,200021925-00013_1,1147,417,B0001,C0145,65,61
U+9B3C,200021925-00013_1,1139,483,B0001,C0146,85,93
U+83F1,200021925-00013_1,1144,580,B0001,C0147,79,115
U+4E5F,200021925-00013_1,1151,693,B0001,C0148,91,55
U+88FD,200021925-00013_1,1135,765,B0001,C0149,92,127
U+65B9,200021925-00013_1,1152,892,B0001,C0150,76,97
U+6241,200021925-00013_1,1127,996,B0001,C0151,87,119
U+8C46,200021925-00013_1,1141,1126,B0001,C0152,67,83
U+6E6F,200021925-00013_1,1140,1228,B0001,C0153,80,112
U+3068,200021925-00013_1,1152,1340,B0001,C0154,55,67
U+304A,200021925-00013_1,1133,1417,B0001,C0155,76,64
U+306A,200021925-00013_1,1147,1482,B0001,C0156,56,73
U+3058,200021925-00013_1,1167,1557,B0001,C0157,39,116
