Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+306E,200021869-00004_2,503,2558,B0001,C0117,89,111
U+3079,200021869-00004_2,472,2665,B0001,C0118,171,207
U+3046,200021869-00004_2,371,281,B0001,C0119,77,281
U+3067,200021869-00004_2,363,541,B0001,C0120,120,131
U+309D,200021869-00004_2,393,671,B0001,C0121,55,136
U+305D,200021869-00004_2,359,817,B0001,C0122,123,183
U+308C,200021869-00004_2,376,1000,B0001,C0123,101,245
U+3092,200021869-00004_2,371,1277,B0001,C0124,115,137
U+3059,200021869-00004_2,352,1416,B0001,C0125,88,203
U+3058,200021869-00004_2,396,1616,B0001,C0126,81,253
U+304B,200021869-00004_2,360,1869,B0001,C0127,69,259
U+3072,200021869-00004_2,349,2106,B0001,C0128,145,144
U+307E,200021869-00004_2,349,2277,B0001,C0129,111,196
U+304D,200021869-00004_2,340,2446,B0001,C0130,107,180
U+306B,200021869-00004_2,361,2625,B0001,C0131,85,192
U+3059,200021869-00004_2,224,288,B0001,C0132,85,175
U+3079,200021869-00004_2,219,456,B0001,C0133,120,165
U+3057,200021869-00004_2,317,621,B0001,C0134,37,383
U+7AF9,200021869-00004_2,204,644,B0001,C0135,101,231
U+306E,200021869-00004_2,229,893,B0001,C0136,52,97
U+5B50,200021869-00004_2,224,989,B0001,C0137,109,113
U+306E,200021869-00004_2,216,1097,B0001,C0138,116,119
U+69D8,200021869-00004_2,219,1220,B0001,C0139,116,108
U+306B,200021869-00004_2,239,1348,B0001,C0140,73,108
U+306A,200021869-00004_2,232,1468,B0001,C0141,104,121
U+308B,200021869-00004_2,243,1589,B0001,C0142,67,55
U+662F,200021869-00004_2,231,1661,B0001,C0143,104,157
U+3092,200021869-00004_2,227,1834,B0001,C0144,132,100
U+7AF9,200021869-00004_2,236,1928,B0001,C0145,89,159
U+306E,200021869-00004_2,243,2086,B0001,C0146,68,71
U+5B50,200021869-00004_2,240,2164,B0001,C0147,93,108
U+5207,200021869-00004_2,227,2284,B0001,C0148,97,96
U+5F62,200021869-00004_2,245,2379,B0001,C0149,56,101
U+306B,200021869-00004_2,256,2485,B0001,C0150,45,72
U+3066,200021869-00004_2,240,2559,B0001,C0151,67,97
U+3088,200021869-00004_2,253,2661,B0001,C0152,55,139
U+3057,200021869-00004_2,268,2802,B0001,C0153,23,183
