Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+306B,200021637-00005_2,691,440,B0001,C0033,44,41
U+3064,200021637-00005_2,628,259,B0001,C0034,45,29
U+3051,200021637-00005_2,627,288,B0001,C0035,41,48
U+7F6E,200021637-00005_2,627,337,B0001,C0036,41,65
U+3084,200021637-00005_2,560,256,B0001,C0037,55,43
U+304D,200021637-00005_2,569,292,B0001,C0038,37,57
U+3066,200021637-00005_2,560,349,B0001,C0039,45,33
U+7389,200021637-00005_2,493,259,B0001,C0040,52,55
U+5B50,200021637-00005_2,497,319,B0001,C0041,39,55
U+306E,200021637-00005_2,495,375,B0001,C0042,44,39
U+304D,200021637-00005_2,443,255,B0001,C0043,39,55
U+30DF,200021637-00005_2,451,316,B0001,C0044,27,41
U+3070,200021637-00005_2,445,356,B0001,C0045,37,53
U+304B,200021637-00005_2,456,412,B0001,C0046,16,27
U+308A,200021637-00005_2,444,435,B0001,C0047,33,63
U+3088,200021637-00005_2,393,256,B0001,C0048,28,57
U+304F,200021637-00005_2,393,313,B0001,C0049,29,45
U+3068,200021637-00005_2,391,353,B0001,C0050,25,53
U+304D,200021637-00005_2,388,407,B0001,C0051,37,57
U+4E8C,200021637-00005_2,321,259,B0001,C0052,53,27
U+3069,200021637-00005_2,333,287,B0001,C0053,39,48
U+3082,200021637-00005_2,328,336,B0001,C0054,36,55
U+3068,200021637-00005_2,336,395,B0001,C0055,21,47
U+304D,200021637-00005_2,327,445,B0001,C0056,37,56
U+9060,200021637-00005_2,327,505,B0001,C0057,44,75
U+706B,200021637-00005_2,327,581,B0001,C0058,44,52
U+306B,200021637-00005_2,275,327,B0001,C0059,41,48
U+3066,200021637-00005_2,268,380,B0001,C0060,43,40
U+304B,200021637-00005_2,279,424,B0001,C0061,24,35
U+30CF,200021637-00005_2,275,460,B0001,C0062,37,33
U+304B,200021637-00005_2,277,491,B0001,C0063,25,37
U+305B,200021637-00005_2,263,521,B0001,C0064,44,47
U+30D0,200021637-00005_2,272,568,B0001,C0065,44,43
U+3084,200021637-00005_2,211,291,B0001,C0066,59,51
U+307E,200021637-00005_2,225,341,B0001,C0067,32,55
U+3076,200021637-00005_2,213,407,B0001,C0068,56,45
U+304D,200021637-00005_2,221,455,B0001,C0069,33,45
U+3044,200021637-00005_2,220,511,B0001,C0070,39,21
U+308D,200021637-00005_2,220,536,B0001,C0071,40,36
U+306B,200021637-00005_2,219,573,B0001,C0072,41,47
U+306A,200021637-00005_2,181,545,B0001,C0073,41,48
U+308B,200021637-00005_2,187,600,B0001,C0074,24,28
U+306A,200021637-00005_2,181,633,B0001,C0075,36,44
U+308A,200021637-00005_2,185,683,B0001,C0076,27,47
U+25CB,200021637-00005_2,1632,1065,B0001,C0077,45,47
U+9C60,200021637-00005_2,1606,1123,B0001,C0078,105,135
U+590F,200021637-00005_2,1614,1400,B0001,C0079,95,144
U+306E,200021637-00005_2,1620,1628,B0001,C0080,79,77
U+90E8,200021637-00005_2,1616,1790,B0001,C0081,103,147
U+9B8E,200021637-00005_2,1426,768,B0001,C0082,92,107
U+4F5C,200021637-00005_2,1429,901,B0001,C0083,88,96
U+308A,200021637-00005_2,1444,1000,B0001,C0084,39,77
U+8EAB,200021637-00005_2,1438,1076,B0001,C0085,71,93
U+6D45,200021637-00005_2,1274,771,B0001,C0086,84,99
U+8349,200021637-00005_2,1278,881,B0001,C0087,60,116
U+306E,200021637-00005_2,1276,1023,B0001,C0088,56,45
U+308A,200021637-00005_2,1285,1067,B0001,C0089,43,76
U+305F,200021637-00005_2,1141,777,B0001,C0090,57,65
U+3067,200021637-00005_2,1141,903,B0001,C0091,55,64
U+307C,200021637-00005_2,1048,893,B0001,C0092,56,76
U+3046,200021637-00005_2,1049,971,B0001,C0093,31,81
U+98A8,200021637-00005_2,1040,1051,B0001,C0094,79,92
U+3059,200021637-00005_2,1449,1249,B0001,C0095,56,104
U+309E,200021637-00005_2,1464,1364,B0001,C0096,41,52
U+304D,200021637-00005_2,1454,1457,B0001,C0097,52,80
U+7D05,200021637-00005_2,1293,1251,B0001,C0098,79,93
U+856A,200021637-00005_2,1290,1379,B0001,C0099,71,103
U+305B,200021637-00005_2,1286,1496,B0001,C0100,75,71
U+3093,200021637-00005_2,1288,1564,B0001,C0101,101,71
U+5CA9,200021637-00005_2,1116,1251,B0001,C0102,85,119
U+305F,200021637-00005_2,1133,1383,B0001,C0103,53,71
U+3051,200021637-00005_2,1134,1457,B0001,C0104,51,96
U+540C,200021637-00005_2,1053,1534,B0001,C0105,55,72
U+305F,200021637-00005_2,1445,1724,B0001,C0106,89,100
U+3044,200021637-00005_2,1450,1893,B0001,C0107,73,59
U+306A,200021637-00005_2,1322,1726,B0001,C0108,85,72
U+3054,200021637-00005_2,1348,1888,B0001,C0109,69,55
U+307C,200021637-00005_2,1208,1728,B0001,C0110,77,75
U+3046,200021637-00005_2,1197,1806,B0001,C0111,55,93
U+98A8,200021637-00005_2,1201,1900,B0001,C0112,92,100
U+304F,200021637-00005_2,1109,1860,B0001,C0113,47,56
U+308A,200021637-00005_2,1108,1917,B0001,C0114,44,108
U+751F,200021637-00005_2,1025,1856,B0001,C0115,48,73
U+304B,200021637-00005_2,1041,1968,B0001,C0116,29,51
U+7D30,200021637-00005_2,1445,2189,B0001,C0117,89,95
U+4F5C,200021637-00005_2,1448,2304,B0001,C0118,84,75
U+308A,200021637-00005_2,1462,2372,B0001,C0119,43,79
U+304B,200021637-00005_2,1460,2457,B0001,C0120,39,49
U+308C,200021637-00005_2,1446,2509,B0001,C0121,91,64
U+3044,200021637-00005_2,1450,2585,B0001,C0122,67,39
U+6728,200021637-00005_2,1294,2193,B0001,C0123,85,111
U+8033,200021637-00005_2,1296,2340,B0001,C0124,84,136
U+304A,200021637-00005_2,1153,2198,B0001,C0125,75,59
U+308D,200021637-00005_2,1148,2285,B0001,C0126,68,75
U+3057,200021637-00005_2,1168,2362,B0001,C0127,28,92
U+4EBA,200021637-00005_2,1137,2454,B0001,C0128,95,67
U+3058,200021637-00005_2,1152,2510,B0001,C0129,65,68
U+3093,200021637-00005_2,1146,2580,B0001,C0130,85,47
U+307C,200021637-00005_2,1041,2394,B0001,C0131,60,61
U+3046,200021637-00005_2,1040,2453,B0001,C0132,40,83
U+98A8,200021637-00005_2,1033,2542,B0001,C0133,67,71
U+25CB,200021637-00005_2,844,1068,B0001,C0134,57,47
U+540C,200021637-00005_2,827,1139,B0001,C0135,87,100
U+7CBE,200021637-00005_2,815,1391,B0001,C0136,101,136
U+9032,200021637-00005_2,835,1566,B0001,C0137,76,117
U+306E,200021637-00005_2,832,1736,B0001,C0138,64,57
U+90E8,200021637-00005_2,821,1817,B0001,C0139,108,167
U+7D05,200021637-00005_2,672,752,B0001,C0140,83,104
U+304F,200021637-00005_2,680,868,B0001,C0141,53,63
U+305A,200021637-00005_2,680,939,B0001,C0142,55,96
U+5DFB,200021637-00005_2,675,1049,B0001,C0143,73,97
U+3055,200021637-00005_2,581,761,B0001,C0144,52,61
U+3089,200021637-00005_2,588,831,B0001,C0145,29,76
U+3057,200021637-00005_2,595,911,B0001,C0146,17,115
U+9EB8,200021637-00005_2,568,1021,B0001,C0147,92,88
U+5343,200021637-00005_2,468,759,B0001,C0148,59,93
U+3057,200021637-00005_2,459,863,B0001,C0149,69,84
U+3044,200021637-00005_2,465,948,B0001,C0150,60,48
U+305F,200021637-00005_2,472,993,B0001,C0151,48,57
U+3051,200021637-00005_2,473,1052,B0001,C0152,52,87
U+8C9D,200021637-00005_2,348,761,B0001,C0153,53,93
U+308F,200021637-00005_2,355,853,B0001,C0154,31,67
U+308A,200021637-00005_2,348,923,B0001,C0155,37,63
U+8EF8,200021637-00005_2,337,977,B0001,C0156,84,88
U+8A08,200021637-00005_2,356,1063,B0001,C0157,49,100
U+91DD,200021637-00005_2,235,763,B0001,C0158,75,93
U+3057,200021637-00005_2,239,875,B0001,C0159,57,77
U+3084,200021637-00005_2,235,952,B0001,C0160,65,45
U+3046,200021637-00005_2,235,993,B0001,C0161,47,96
U+304C,200021637-00005_2,247,1076,B0001,C0162,45,63
U+5C0F,200021637-00005_2,657,1245,B0001,C0163,69,71
U+5009,200021637-00005_2,641,1352,B0001,C0164,96,99
U+9EB8,200021637-00005_2,651,1473,B0001,C0165,92,96
U+5343,200021637-00005_2,545,1237,B0001,C0166,61,87
U+3081,200021637-00005_2,548,1339,B0001,C0167,56,60
U+3046,200021637-00005_2,549,1399,B0001,C0168,40,91
U+304C,200021637-00005_2,557,1488,B0001,C0169,47,51
U+3046,200021637-00005_2,496,1450,B0001,C0170,29,73
U+307E,200021637-00005_2,491,1522,B0001,C0171,36,56
U+716E,200021637-00005_2,471,1580,B0001,C0172,69,91
U+7329,200021637-00005_2,361,1248,B0001,C0173,88,92
U+3005,200021637-00005_2,393,1349,B0001,C0174,28,56
U+306E,200021637-00005_2,377,1420,B0001,C0175,55,47
U+308A,200021637-00005_2,377,1465,B0001,C0176,44,91
U+307C,200021637-00005_2,293,1411,B0001,C0177,61,60
U+3046,200021637-00005_2,287,1474,B0001,C0178,44,104
U+98A8,200021637-00005_2,291,1576,B0001,C0179,67,71
U+767D,200021637-00005_2,668,1712,B0001,C0180,67,80
U+9AEA,200021637-00005_2,652,1822,B0001,C0181,75,124
U+74DC,200021637-00005_2,660,1957,B0001,C0182,85,83
U+6C34,200021637-00005_2,527,1721,B0001,C0183,51,109
U+305B,200021637-00005_2,508,1838,B0001,C0184,80,63
U+3093,200021637-00005_2,516,1908,B0001,C0185,99,65
U+3058,200021637-00005_2,544,1966,B0001,C0186,31,68
U+306E,200021637-00005_2,519,2036,B0001,C0187,59,41
U+308A,200021637-00005_2,524,2078,B0001,C0188,49,69
U+5343,200021637-00005_2,373,1734,B0001,C0189,65,88
U+5DDD,200021637-00005_2,363,1822,B0001,C0190,69,88
U+305F,200021637-00005_2,375,1912,B0001,C0191,44,71
U+3051,200021637-00005_2,375,1981,B0001,C0192,55,79
U+7389,200021637-00005_2,663,2206,B0001,C0193,79,87
U+6C34,200021637-00005_2,667,2362,B0001,C0194,59,119
U+8C9D,200021637-00005_2,543,2210,B0001,C0195,57,95
U+308F,200021637-00005_2,548,2316,B0001,C0196,37,71
U+308A,200021637-00005_2,539,2386,B0001,C0197,51,83
U+3062,200021637-00005_2,469,2318,B0001,C0198,56,65
U+304F,200021637-00005_2,476,2382,B0001,C0199,33,56
U+3070,200021637-00005_2,471,2448,B0001,C0200,57,73
U+304B,200021637-00005_2,484,2524,B0001,C0201,31,44
U+308A,200021637-00005_2,484,2562,B0001,C0202,31,60
U+304A,200021637-00005_2,349,2197,B0001,C0203,80,76
U+308D,200021637-00005_2,356,2286,B0001,C0204,60,65
U+3057,200021637-00005_2,372,2345,B0001,C0205,21,132
U+308F,200021637-00005_2,303,2373,B0001,C0206,40,76
U+3055,200021637-00005_2,307,2452,B0001,C0207,37,67
U+3073,200021637-00005_2,295,2521,B0001,C0208,71,71
