Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+3089,200021802-00005_1,1307,2680,B0001,C0112,23,96
U+307B,200021802-00005_1,1251,2788,B0001,C0113,120,120
U+306D,200021802-00005_1,1232,2912,B0001,C0114,147,139
U+6C34,200021802-00005_1,1253,3216,B0001,C0115,133,173
U+3042,200021802-00005_1,1248,3411,B0001,C0116,126,147
U+3078,200021802-00005_1,1239,3632,B0001,C0117,184,83
U+80B4,200021802-00005_1,1224,3778,B0001,C0118,140,187
U+990A,200021802-00005_1,1030,785,B0001,C0119,158,237
U+9B5A,200021802-00005_1,1037,1046,B0001,C0120,140,153
U+306F,200021802-00005_1,1057,1284,B0001,C0121,80,122
U+3055,200021802-00005_1,1039,1722,B0001,C0122,117,158
U+3057,200021802-00005_1,1119,1879,B0001,C0123,30,168
U+307F,200021802-00005_1,1029,2042,B0001,C0124,148,156
U+3067,200021802-00005_1,1032,2359,B0001,C0125,163,124
U+3093,200021802-00005_1,1032,2484,B0001,C0126,142,210
U+304C,200021802-00005_1,1076,2720,B0001,C0127,100,83
U+9BAB,200021802-00005_1,826,801,B0001,C0128,184,171
U+3055,200021802-00005_1,839,1131,B0001,C0129,113,143
U+3057,200021802-00005_1,925,1280,B0001,C0130,22,136
U+307F,200021802-00005_1,796,1414,B0001,C0131,168,149
U+5E72,200021802-00005_1,838,1738,B0001,C0132,103,193
U+3051,200021802-00005_1,852,1954,B0001,C0133,60,130
U+3065,200021802-00005_1,805,2085,B0001,C0134,175,130
U+308A,200021802-00005_1,878,2232,B0001,C0135,53,131
U+3082,200021802-00005_1,857,2381,B0001,C0136,65,163
U+306E,200021802-00005_1,818,2545,B0001,C0137,183,154
U+3084,200021802-00005_1,827,2935,B0001,C0138,153,133
U+304D,200021802-00005_1,875,3079,B0001,C0139,66,152
U+3066,200021802-00005_1,831,3294,B0001,C0140,122,159
U+3082,200021802-00005_1,860,3467,B0001,C0141,131,144
U+9C4F,200021802-00005_1,596,789,B0001,C0142,175,255
U+6C41,200021802-00005_1,632,1248,B0001,C0143,131,240
U+306A,200021802-00005_1,648,1715,B0001,C0144,101,137
U+307E,200021802-00005_1,670,1854,B0001,C0145,63,199
U+3059,200021802-00005_1,632,2054,B0001,C0146,113,201
U+3067,200021802-00005_1,652,2342,B0001,C0147,123,110
U+3093,200021802-00005_1,626,2453,B0001,C0148,157,182
U+304C,200021802-00005_1,679,2626,B0001,C0149,81,74
U+304F,200021802-00005_1,658,2702,B0001,C0150,77,144
U+306A,200021802-00005_1,646,2934,B0001,C0151,103,181
U+3079,200021802-00005_1,595,3135,B0001,C0152,220,92
U+3084,200021802-00005_1,618,3219,B0001,C0153,155,117
U+304D,200021802-00005_1,659,3353,B0001,C0154,87,132
U+3059,200021802-00005_1,665,3584,B0001,C0155,87,144
U+3044,200021802-00005_1,644,3757,B0001,C0156,118,65
U+3082,200021802-00005_1,688,3825,B0001,C0157,55,141
U+306E,200021802-00005_1,656,3971,B0001,C0158,118,101
U+738B,200021802-00005_1,435,801,B0001,C0159,79,129
U+9918,200021802-00005_1,396,953,B0001,C0160,165,171
U+9B5A,200021802-00005_1,432,1160,B0001,C0161,109,160
U+30CF,200021802-00005_1,440,1424,B0001,C0162,78,38
U+306A,200021802-00005_1,403,1725,B0001,C0163,164,143
U+307E,200021802-00005_1,463,1873,B0001,C0164,73,163
U+3059,200021802-00005_1,433,2033,B0001,C0165,157,154
U+304B,200021802-00005_1,457,2330,B0001,C0166,49,70
U+307E,200021802-00005_1,406,2394,B0001,C0167,140,176
U+307C,200021802-00005_1,411,2603,B0001,C0168,179,163
U+3053,200021802-00005_1,459,2767,B0001,C0169,65,94
U+6C41,200021802-00005_1,423,2974,B0001,C0170,126,292
U+3067,200021802-00005_1,436,3556,B0001,C0171,164,100
U+3093,200021802-00005_1,434,3657,B0001,C0172,159,210
U+304C,200021802-00005_1,482,3873,B0001,C0173,45,63
U+304F,200021802-00005_1,464,3940,B0001,C0174,68,123
U+3084,200021802-00005_1,221,1109,B0001,C0175,152,155
U+304D,200021802-00005_1,254,1305,B0001,C0176,82,155
U+3066,200021802-00005_1,249,1487,B0001,C0177,67,200
